# SRC: TARGET_NAME 
# RA: 17 h 45 m 40.0410 s
# DEC: -29 deg  0 m 28.1180 s
# MJD: 0.1111 - 0.7950 
# RF: 227.2970 GHz 
# BW: 4.0960 GHz 
# PHASECAL: 1 
# AMPCAL: 1 
# ----------------------------------------------------------------
# Site       X(m)             Y(m)             Z(m)           SEFD
# ALMA50     2225037.18510   -5441199.16200   -2479303.46290  110.0000 
# SMTO      -1828796.20000   -5054406.80000    3427865.20000  11900.0000 
# LMT        -768713.96370   -5988541.79820    2063275.94720  560.0000 
# Hawaii8   -5464523.40000   -2493147.08000    2150611.75000  4900.0000 
# PV         5088967.90000    -301681.60000    3825015.80000  2900.0000 
# PdBI       4523998.40000     468045.24000    4460309.76000  1600.0000 
# SPT              0.00000          0.00000   -6359587.30000  7300.0000 
# GLT        1500692.00000   -1191735.00000    6066409.00000  4744.0000 
# ----------------------------------------------------------------
# time (hr) tint    T1     T2    Elev1   Elev2  Tau1   Tau2   U (lambda)       V (lambda)         Iamp (Jy)    Iphase(d)  Qamp (Jy)    Qphase(d)   Uamp (Jy)    Uphase(d)   sigma (Jy)
12.06666667 10.00   SMTO Hawaii8  0.00   0.00  0.00   0.00   3247943170.0000  1345769110.0000    0.03356600   -49.0442   0.00000000     0.0000    0.00000000     0.0000    0.02668000
12.06666667 10.00   SMTO    SPT  0.00   0.00  0.00   0.00   -147076210.0000  8540996020.0000    0.02777400    71.3824   0.00000000     0.0000    0.00000000     0.0000    0.03256000
12.06666667 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00   2895671740.0000  4264662570.0000    0.01777100    91.6589   0.00000000     0.0000    0.00000000     0.0000    0.00313000
12.06666667 10.00   SMTO    LMT  0.00   0.00  0.00   0.00   -990924690.0000   703585180.0000    0.04158700   -56.8451   0.00000000     0.0000    0.00000000     0.0000    0.00902000
12.06666667 10.00 Hawaii8 ALMA50  0.00   0.00  0.00   0.00  -6290691130.0000  2930564330.0000    0.00498400   -95.2063   0.00000000    -0.0000    0.00000000    -0.0000    0.00257000
12.06666667 10.00    LMT ALMA50  0.00   0.00  0.00   0.00  -2051823270.0000  3572748260.0000    0.00955100   141.8715   0.00000000    -0.0000    0.00000000    -0.0000    0.00087000
12.06666667 10.00   SMTO ALMA50  0.00   0.00  0.00   0.00  -3042747960.0000  4276333440.0000    0.00537300    65.5528   0.00000000    -0.0000    0.00000000    -0.0000    0.00400000
12.06944444 10.00    LMT    SPT  0.00   0.00  0.00   0.00    847159710.0000  7837111850.0000    0.00973300  -120.5229   0.00000000     0.0000    0.00000000     0.0000    0.00706000
12.06944444 10.00 Hawaii8    LMT  0.00   0.00  0.00   0.00  -4239920280.0000  -640684820.0000    0.01936200     4.8622   0.00000000    -0.0000    0.00000000    -0.0000    0.00579000
12.06944444 10.00   SMTO    SPT  0.00   0.00  0.00   0.00   -144079580.0000  8541047490.0000    0.04552200   -58.8879   0.00000000     0.0000    0.00000000     0.0000    0.03256000
12.06944444 10.00   SMTO Hawaii8  0.00   0.00  0.00   0.00   3248680990.0000  1344620460.0000    0.03754000    97.8703   0.00000000     0.0000    0.00000000     0.0000    0.02668000
12.06944444 10.00 Hawaii8    SPT  0.00   0.00  0.00   0.00  -3392760570.0000  7196427030.0000    0.03250100   -56.6963   0.00000000     0.0000    0.00000000     0.0000    0.02090000
12.06944444 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00   2898180100.0000  4263638180.0000    0.01168900    72.8650   0.00000000     0.0000    0.00000000     0.0000    0.00313000
12.06944444 10.00 Hawaii8 ALMA50  0.00   0.00  0.00   0.00  -6290940660.0000  2932788860.0000    0.00407000  -169.0913   0.00000000    -0.0000    0.00000000    -0.0000    0.00257000
12.06944444 10.00    LMT ALMA50  0.00   0.00  0.00   0.00  -2051020380.0000  3573473670.0000    0.00679300   135.1167   0.00000000    -0.0000    0.00000000    -0.0000    0.00087000
12.06944444 10.00   SMTO ALMA50  0.00   0.00  0.00   0.00  -3042259670.0000  4277409320.0000    0.00681400  -162.4905   0.00000000    -0.0000    0.00000000    -0.0000    0.00400000
12.06944444 10.00   SMTO    LMT  0.00   0.00  0.00   0.00   -991239290.0000   703935640.0000    0.00772500   -54.3900   0.00000000     0.0000    0.00000000     0.0000    0.00902000
12.07222222 10.00 Hawaii8    SPT  0.00   0.00  0.00   0.00  -3390499940.0000  7197626370.0000    0.01257400   143.8677   0.00000000     0.0000    0.00000000     0.0000    0.02090000
12.07222222 10.00    LMT    SPT  0.00   0.00  0.00   0.00    850470510.0000  7836811690.0000    0.01901100  -128.9701   0.00000000     0.0000    0.00000000     0.0000    0.00706000
12.07222222 10.00 Hawaii8    LMT  0.00   0.00  0.00   0.00  -4240970450.0000  -639185320.0000    0.01931200    30.2002   0.00000000    -0.0000    0.00000000    -0.0000    0.00579000
12.07222222 10.00   SMTO    SPT  0.00   0.00  0.00   0.00   -141082850.0000  8541097910.0000    0.03580300   166.9151   0.00000000     0.0000    0.00000000     0.0000    0.03256000
12.07222222 10.00   SMTO Hawaii8  0.00   0.00  0.00   0.00   3249417090.0000  1343471540.0000    0.01027200   152.0892   0.00000000     0.0000    0.00000000     0.0000    0.02668000
12.07222222 10.00   SMTO    LMT  0.00   0.00  0.00   0.00   -991553360.0000   704286220.0000    0.01734000    12.3886   0.00000000     0.0000    0.00000000     0.0000    0.00902000
12.07222222 10.00 Hawaii8 ALMA50  0.00   0.00  0.00   0.00  -6291186860.0000  2935013480.0000    0.00941400  -134.0122   0.00000000    -0.0000    0.00000000    -0.0000    0.00257000
12.07222222 10.00    LMT ALMA50  0.00   0.00  0.00   0.00  -2050216400.0000  3574198810.0000    0.00790800   139.7045   0.00000000    -0.0000    0.00000000    -0.0000    0.00087000
12.07222222 10.00   SMTO ALMA50  0.00   0.00  0.00   0.00  -3041769770.0000  4278485020.0000    0.00373100   -88.8551   0.00000000    -0.0000    0.00000000    -0.0000    0.00400000
12.07222222 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00   2900686920.0000  4262612890.0000    0.01342200    59.1891   0.00000000     0.0000    0.00000000     0.0000    0.00313000
12.07500000 10.00   SMTO    SPT  0.00   0.00  0.00   0.00   -138086060.0000  8541147270.0000    0.04289400   -79.2970   0.00000000     0.0000    0.00000000     0.0000    0.03256000
12.07500000 10.00 Hawaii8    SPT  0.00   0.00  0.00   0.00  -3388237510.0000  7198824900.0000    0.00801900   108.8040   0.00000000     0.0000    0.00000000     0.0000    0.02090000
12.07500000 10.00    LMT    SPT  0.00   0.00  0.00   0.00    853780850.0000  7836510370.0000    0.00753200   179.6398   0.00000000     0.0000    0.00000000     0.0000    0.00706000
12.07500000 10.00 Hawaii8    LMT  0.00   0.00  0.00   0.00  -4242018360.0000  -637685470.0000    0.01207600   -25.4393   0.00000000    -0.0000    0.00000000    -0.0000    0.00579000
12.07500000 10.00   SMTO Hawaii8  0.00   0.00  0.00   0.00   3250151450.0000  1342322370.0000    0.04053800   155.0043   0.00000000     0.0000    0.00000000     0.0000    0.02668000
12.07500000 10.00    LMT ALMA50  0.00   0.00  0.00   0.00  -2049411340.0000  3574923650.0000    0.00915000   142.6881   0.00000000    -0.0000    0.00000000    -0.0000    0.00087000
12.07500000 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00   2903192190.0000  4261586720.0000    0.01251500    82.8154   0.00000000     0.0000    0.00000000     0.0000    0.00313000
12.07500000 10.00 Hawaii8 ALMA50  0.00   0.00  0.00   0.00  -6291429700.0000  2937238190.0000    0.00612000  -129.6042   0.00000000    -0.0000    0.00000000    -0.0000    0.00257000
12.07500000 10.00   SMTO    LMT  0.00   0.00  0.00   0.00   -991866910.0000   704636900.0000    0.01153700    -7.6450   0.00000000     0.0000    0.00000000     0.0000    0.00902000
12.07500000 10.00   SMTO ALMA50  0.00   0.00  0.00   0.00  -3041278250.0000  4279560550.0000    0.00695200     6.3582   0.00000000    -0.0000    0.00000000    -0.0000    0.00400000
12.07777778 10.00 Hawaii8    SPT  0.00   0.00  0.00   0.00  -3385973290.0000  7200022640.0000    0.01582700    77.9815   0.00000000     0.0000    0.00000000     0.0000    0.02090000
12.07777778 10.00    LMT    SPT  0.00   0.00  0.00   0.00    857090730.0000  7836207870.0000    0.00554300  -118.6145   0.00000000     0.0000    0.00000000     0.0000    0.00706000
12.07777778 10.00 Hawaii8    LMT  0.00   0.00  0.00   0.00  -4243064020.0000  -636185240.0000    0.02033800     7.8604   0.00000000    -0.0000    0.00000000    -0.0000    0.00579000
12.07777778 10.00   SMTO    SPT  0.00   0.00  0.00   0.00   -135089190.0000  8541195570.0000    0.02468200   -65.8283   0.00000000     0.0000    0.00000000     0.0000    0.03256000
12.07777778 10.00   SMTO Hawaii8  0.00   0.00  0.00   0.00   3250884090.0000  1341172940.0000    0.03955300    27.9821   0.00000000     0.0000    0.00000000     0.0000    0.02668000
12.07777778 10.00   SMTO    LMT  0.00   0.00  0.00   0.00   -992179930.0000   704987700.0000    0.01789800    55.7375   0.00000000     0.0000    0.00000000     0.0000    0.00902000
12.07777778 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00   2905695910.0000  4260559660.0000    0.01354700    91.2456   0.00000000     0.0000    0.00000000     0.0000    0.00313000
12.07777778 10.00 Hawaii8 ALMA50  0.00   0.00  0.00   0.00  -6291669200.0000  2939462970.0000    0.00220400  -104.1600   0.00000000    -0.0000    0.00000000    -0.0000    0.00257000
12.07777778 10.00    LMT ALMA50  0.00   0.00  0.00   0.00  -2048605180.0000  3575648210.0000    0.00827200   147.6234   0.00000000    -0.0000    0.00000000    -0.0000    0.00087000
12.07777778 10.00   SMTO ALMA50  0.00   0.00  0.00   0.00  -3040785110.0000  4280635910.0000    0.00163100   110.7498   0.00000000    -0.0000    0.00000000    -0.0000    0.00400000
12.08055556 10.00    LMT    SPT  0.00   0.00  0.00   0.00    860400170.0000  7835904210.0000    0.00460100   -72.2421   0.00000000     0.0000    0.00000000     0.0000    0.00706000
12.08055556 10.00 Hawaii8    LMT  0.00   0.00  0.00   0.00  -4244107420.0000  -634684640.0000    0.01645000   -20.8874   0.00000000    -0.0000    0.00000000    -0.0000    0.00579000
12.08055556 10.00   SMTO    SPT  0.00   0.00  0.00   0.00   -132092250.0000  8541242810.0000    0.05441200   -66.0508   0.00000000     0.0000    0.00000000     0.0000    0.03256000
12.08055556 10.00   SMTO Hawaii8  0.00   0.00  0.00   0.00   3251615010.0000  1340023240.0000    0.00872700   -90.9330   0.00000000     0.0000    0.00000000     0.0000    0.02668000
12.08055556 10.00 Hawaii8    SPT  0.00   0.00  0.00   0.00  -3383707250.0000  7201219570.0000    0.02125500    34.3418   0.00000000     0.0000    0.00000000     0.0000    0.02090000
12.08055556 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00   2908198100.0000  4259531720.0000    0.01561600    72.1453   0.00000000     0.0000    0.00000000     0.0000    0.00313000
12.08055556 10.00 Hawaii8 ALMA50  0.00   0.00  0.00   0.00  -6291905360.0000  2941687850.0000    0.00608600  -143.3005   0.00000000    -0.0000    0.00000000    -0.0000    0.00257000
12.08055556 10.00    LMT ALMA50  0.00   0.00  0.00   0.00  -2047797930.0000  3576372490.0000    0.00701000   139.5005   0.00000000    -0.0000    0.00000000    -0.0000    0.00087000
12.08055556 10.00   SMTO ALMA50  0.00   0.00  0.00   0.00  -3040290350.0000  4281711090.0000    0.00289200  -142.4303   0.00000000    -0.0000    0.00000000    -0.0000    0.00400000
12.08055556 10.00   SMTO    LMT  0.00   0.00  0.00   0.00   -992492420.0000   705338600.0000    0.00364600    35.0263   0.00000000     0.0000    0.00000000     0.0000    0.00902000
12.33333333 10.00    LMT    SPT  0.00   0.00  0.00   0.00   1159422960.0000  7803394300.0000    0.00949400  -132.6321   0.00000000     0.0000    0.00000000     0.0000    0.00706000
12.33333333 10.00 Hawaii8    LMT  0.00   0.00  0.00   0.00  -4329543830.0000  -496688100.0000    0.02170600   -32.8919   0.00000000    -0.0000    0.00000000    -0.0000    0.00579000
12.33333333 10.00   SMTO    SPT  0.00   0.00  0.00   0.00    140723110.0000  8541103900.0000    0.04925400   -32.7690   0.00000000     0.0000    0.00000000     0.0000    0.03256000
12.33333333 10.00   SMTO Hawaii8  0.00   0.00  0.00   0.00   3310843980.0000  1234397690.0000    0.03727700    -1.1800   0.00000000     0.0000    0.00000000     0.0000    0.02668000
12.33333333 10.00 Hawaii8    SPT  0.00   0.00  0.00   0.00  -3170120870.0000  7306706200.0000    0.00829400  -111.8979   0.00000000     0.0000    0.00000000     0.0000    0.02090000
12.33333333 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00   3129258830.0000  4162356300.0000    0.01953400   106.0254   0.00000000     0.0000    0.00000000     0.0000    0.00313000
12.33333333 10.00 Hawaii8 ALMA50  0.00   0.00  0.00   0.00  -6299379690.0000  3144349900.0000    0.00470200   -95.2455   0.00000000    -0.0000    0.00000000    -0.0000    0.00257000
12.33333333 10.00    LMT ALMA50  0.00   0.00  0.00   0.00  -1969835860.0000  3641038000.0000    0.00920900   143.0126   0.00000000    -0.0000    0.00000000    -0.0000    0.00087000
12.33333333 10.00   SMTO ALMA50  0.00   0.00  0.00   0.00  -2988535720.0000  4378747590.0000    0.01014700    64.1611   0.00000000    -0.0000    0.00000000    -0.0000    0.00400000
12.33333333 10.00   SMTO    LMT  0.00   0.00  0.00   0.00  -1018699850.0000   737709590.0000    0.01482800   -48.1609   0.00000000     0.0000    0.00000000     0.0000    0.00902000
12.33611111 10.00 Hawaii8    SPT  0.00   0.00  0.00   0.00  -3167694460.0000  7307826780.0000    0.01245000   -94.0118   0.00000000     0.0000    0.00000000     0.0000    0.02090000
12.33611111 10.00    LMT    SPT  0.00   0.00  0.00   0.00   1162682980.0000  7802983730.0000    0.01388100   116.8994   0.00000000     0.0000    0.00000000     0.0000    0.00706000
12.33611111 10.00 Hawaii8    LMT  0.00   0.00  0.00   0.00  -4330377440.0000  -495156960.0000    0.01405200   -24.7893   0.00000000    -0.0000    0.00000000    -0.0000    0.00579000
12.33611111 10.00   SMTO    SPT  0.00   0.00  0.00   0.00    143719850.0000  8541053600.0000    0.02302500     3.0520   0.00000000     0.0000    0.00000000     0.0000    0.03256000
12.33611111 10.00   SMTO Hawaii8  0.00   0.00  0.00   0.00   3311414310.0000  1233226820.0000    0.02479200   -31.1242   0.00000000     0.0000    0.00000000     0.0000    0.02668000
12.33611111 10.00   SMTO    LMT  0.00   0.00  0.00   0.00  -1018963130.0000   738069870.0000    0.01271500     4.1810   0.00000000     0.0000    0.00000000     0.0000    0.00902000
12.33611111 10.00 Hawaii8 ALMA50  0.00   0.00  0.00   0.00  -6299307750.0000  3146577450.0000    0.00784500  -131.5013   0.00000000    -0.0000    0.00000000    -0.0000    0.00257000
12.33611111 10.00    LMT ALMA50  0.00   0.00  0.00   0.00  -1968930310.0000  3641734410.0000    0.00927900   139.7214   0.00000000    -0.0000    0.00000000    -0.0000    0.00087000
12.33611111 10.00   SMTO ALMA50  0.00   0.00  0.00   0.00  -2987893440.0000  4379804280.0000    0.00382400   -20.0623   0.00000000    -0.0000    0.00000000    -0.0000    0.00400000
12.33611111 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00   3131613280.0000  4161249330.0000    0.01311600   102.5392   0.00000000     0.0000    0.00000000     0.0000    0.00313000
12.33888889 10.00 Hawaii8    LMT  0.00   0.00  0.00   0.00  -4331208750.0000  -493625520.0000    0.02412300     2.1922   0.00000000    -0.0000    0.00000000    -0.0000    0.00579000
12.33888889 10.00 Hawaii8    SPT  0.00   0.00  0.00   0.00  -3165266380.0000  7308946500.0000    0.00747500    94.9703   0.00000000     0.0000    0.00000000     0.0000    0.02090000
12.33888889 10.00    LMT    SPT  0.00   0.00  0.00   0.00   1165942360.0000  7802572020.0000    0.00533300    47.2567   0.00000000     0.0000    0.00000000     0.0000    0.00706000
12.33888889 10.00   SMTO    LMT  0.00   0.00  0.00   0.00  -1019225870.0000   738430240.0000    0.00997000    -5.0128   0.00000000     0.0000    0.00000000     0.0000    0.00902000
12.33888889 10.00   SMTO    SPT  0.00   0.00  0.00   0.00    146716490.0000  8541002250.0000    0.01292200    90.6050   0.00000000     0.0000    0.00000000     0.0000    0.03256000
12.33888889 10.00   SMTO Hawaii8  0.00   0.00  0.00   0.00   3311982880.0000  1232055760.0000    0.03649900     4.0078   0.00000000     0.0000    0.00000000     0.0000    0.02668000
12.33888889 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00   3133966070.0000  4160141520.0000    0.00989400   105.8967   0.00000000     0.0000    0.00000000     0.0000    0.00313000
12.33888889 10.00 Hawaii8 ALMA50  0.00   0.00  0.00   0.00  -6299232450.0000  3148804970.0000    0.01132800  -105.7763   0.00000000    -0.0000    0.00000000    -0.0000    0.00257000
12.33888889 10.00    LMT ALMA50  0.00   0.00  0.00   0.00  -1968023700.0000  3642430490.0000    0.00870000   136.8342   0.00000000    -0.0000    0.00000000    -0.0000    0.00087000
12.33888889 10.00   SMTO ALMA50  0.00   0.00  0.00   0.00  -2987249570.0000  4380860730.0000    0.00534800  -166.0892   0.00000000    -0.0000    0.00000000    -0.0000    0.00400000
12.34166667 10.00 Hawaii8    SPT  0.00   0.00  0.00   0.00  -3162836620.0000  7310065350.0000    0.03360200    61.0676   0.00000000     0.0000    0.00000000     0.0000    0.02090000
12.34166667 10.00    LMT    SPT  0.00   0.00  0.00   0.00   1169201130.0000  7802159140.0000    0.00198300   127.9492   0.00000000     0.0000    0.00000000     0.0000    0.00706000
12.34166667 10.00 Hawaii8    LMT  0.00   0.00  0.00   0.00  -4332037750.0000  -492093790.0000    0.02263800   -24.0778   0.00000000    -0.0000    0.00000000    -0.0000    0.00579000
12.34166667 10.00   SMTO    SPT  0.00   0.00  0.00   0.00    149713060.0000  8540949840.0000    0.04192400    45.6046   0.00000000     0.0000    0.00000000     0.0000    0.03256000
12.34166667 10.00   SMTO Hawaii8  0.00   0.00  0.00   0.00   3312549690.0000  1230884490.0000    0.03395000   -11.8289   0.00000000     0.0000    0.00000000     0.0000    0.02668000
12.34166667 10.00   SMTO    LMT  0.00   0.00  0.00   0.00  -1019488060.0000   738790700.0000    0.01800400   -38.1750   0.00000000     0.0000    0.00000000     0.0000    0.00902000
12.34166667 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00   3136317180.0000  4159032890.0000    0.01600400    95.2051   0.00000000     0.0000    0.00000000     0.0000    0.00313000
12.34166667 10.00 Hawaii8 ALMA50  0.00   0.00  0.00   0.00  -6299153810.0000  3151032460.0000    0.00198800   -97.4321   0.00000000    -0.0000    0.00000000    -0.0000    0.00257000
12.34166667 10.00    LMT ALMA50  0.00   0.00  0.00   0.00  -1967116060.0000  3643126250.0000    0.00760000   152.0491   0.00000000    -0.0000    0.00000000    -0.0000    0.00087000
12.34166667 10.00   SMTO ALMA50  0.00   0.00  0.00   0.00  -2986604120.0000  4381916950.0000    0.00377200  -168.3575   0.00000000    -0.0000    0.00000000    -0.0000    0.00400000
12.34444444 10.00    LMT    SPT  0.00   0.00  0.00   0.00   1172459280.0000  7801745120.0000    0.01282200     6.5930   0.00000000     0.0000    0.00000000     0.0000    0.00706000
12.34444444 10.00 Hawaii8    LMT  0.00   0.00  0.00   0.00  -4332864450.0000  -490561770.0000    0.03178000   -15.3888   0.00000000    -0.0000    0.00000000    -0.0000    0.00579000
12.34444444 10.00   SMTO    SPT  0.00   0.00  0.00   0.00    152709570.0000  8540896370.0000    0.02387900    -0.5608   0.00000000     0.0000    0.00000000     0.0000    0.03256000
12.34444444 10.00   SMTO Hawaii8  0.00   0.00  0.00   0.00   3313114740.0000  1229713020.0000    0.02775800    42.9414   0.00000000     0.0000    0.00000000     0.0000    0.02668000
12.34444444 10.00 Hawaii8    SPT  0.00   0.00  0.00   0.00  -3160405170.0000  7311183350.0000    0.02177600   121.6856   0.00000000     0.0000    0.00000000     0.0000    0.02090000
12.34444444 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00   3138666640.0000  4157923420.0000    0.01578700    92.5790   0.00000000     0.0000    0.00000000     0.0000    0.00313000
12.34444444 10.00 Hawaii8 ALMA50  0.00   0.00  0.00   0.00  -6299071810.0000  3153259930.0000    0.00670100   -72.5261   0.00000000    -0.0000    0.00000000    -0.0000    0.00257000
